iteration = 1 , objective = 0.6838089108757762, inputs = [0.95, 1.1], constraints = [0.38240745957532796]
iteration = 106 , objective = 0.6197173088256881, inputs = [1.0784713718269443, 0.9662335558651531], constraints = [0.7693546309889507]
iteration = 107 , objective = 0.6197173023679344, inputs = [1.0784713867281055, 0.9662335558651531], constraints = [0.7693546053904855]
iteration = 108 , objective = 0.6197173088918433, inputs = [1.0784713718269443, 0.9662335707663143], constraints = [0.7693545926745328]
iteration = 109 , objective = 0.6197173088245137, inputs = [1.0784713718269443, 0.9662335558651531], constraints = [0.7693546309962338]
iteration = 110 , objective = 0.6197173085794755, inputs = [1.0784713867281055, 0.9662335558651531], constraints = [0.7693545875837321]
iteration = 111 , objective = 0.6197173088918433, inputs = [1.0784713718269443, 0.9662335707663143], constraints = [0.7693545926745328]
iteration = 112 , objective = 0.6197173088245137, inputs = [1.0784713718269443, 0.9662335558651531], constraints = [0.7693546309962338]
iteration = 113 , objective = 0.6197173085794057, inputs = [1.0784713867281055, 0.9662335558651531], constraints = [0.7693545875839242]
iteration = 114 , objective = 0.6197173088918433, inputs = [1.0784713718269443, 0.9662335707663143], constraints = [0.7693545926745328]
iteration = 115 , objective = 0.6197146807592894, inputs = [1.0784668445158725, 0.9655269286832532], constraints = [0.7711757053636443]
iteration = 116 , objective = 0.6197146818327405, inputs = [1.0784668594170337, 0.9655269286832532], constraints = [0.7711756578456743]
iteration = 117 , objective = 0.6197146777138267, inputs = [1.0784668445158725, 0.9655269435844144], constraints = [0.7711756744029359]
iteration = 118 , objective = 0.6197146808885206, inputs = [1.0784668445158725, 0.9655269286832532], constraints = [0.7711757050615977]
iteration = 119 , objective = 0.6197146821602779, inputs = [1.0784668594170337, 0.9655269286832532], constraints = [0.7711756575850418]
iteration = 120 , objective = 0.6197147031940127, inputs = [1.0784668445158725, 0.9655269435844144], constraints = [0.7711756142585472]
iteration = 121 , objective = 0.6197146815599168, inputs = [1.0784668445158725, 0.9655269286832532], constraints = [0.7711757034768097]
iteration = 122 , objective = 0.6197146421501711, inputs = [1.0784668594170337, 0.9655269286832532], constraints = [0.7711757630871688]
iteration = 123 , objective = 0.6197146810965787, inputs = [1.0784668445158725, 0.9655269435844144], constraints = [0.771175666418159]
iteration = 124 , objective = 0.6197172821375985, inputs = [1.0784715133314702, 0.9662282708016423], constraints = [0.769368060474096]
iteration = 125 , objective = 0.6197159029481234, inputs = [1.078469137216757, 0.9658713345955172], constraints = [0.7702882219418856]
iteration = 126 , objective = 0.6197152680991544, inputs = [1.0784679712562673, 0.9656961858489609], constraints = [0.770739600562565]
iteration = 127 , objective = 0.619714966302357, inputs = [1.078467398458617, 0.9656101410890259], constraints = [0.770961312978628]
iteration = 128 , objective = 0.6197148203913974, inputs = [1.0784671169031101, 0.9655678462646581], constraints = [0.7710702860472379]
iteration = 129 , objective = 0.6197147492384137, inputs = [1.0784669784676195, 0.9655470507034961], constraints = [0.7711238640083525]
iteration = 130 , objective = 0.6197147143914015, inputs = [1.0784669103922258, 0.9655368245251751], constraints = [0.7711502103761178]
iteration = 131 , objective = 0.6197146972887168, inputs = [1.0784668769140304, 0.9655317954834601], constraints = [0.7711631669035354]
iteration = 132 , objective = 0.6197146888859861, inputs = [1.0784668604495415, 0.9655293222138968], constraints = [0.7711695388609144]
iteration = 133 , objective = 0.619714684755492, inputs = [1.0784668523522174, 0.9655281058466428], constraints = [0.7711726726167778]
iteration = 134 , objective = 0.6197146827245633, inputs = [1.0784668483698783, 0.9655275076259171], constraints = [0.7711742138253603]
iteration = 135 , objective = 0.6197146839543486, inputs = [1.0784668632710395, 0.9655275076259171], constraints = [0.7711741664608877]
iteration = 136 , objective = 0.6197146796305592, inputs = [1.0784668483698783, 0.9655275225270783], constraints = [0.7711741829762289]
iteration = 137 , objective = 0.6197146827403988, inputs = [1.0784668483698783, 0.9655275076259171], constraints = [0.7711742137879832]
iteration = 138 , objective = 0.6197146787395119, inputs = [1.0784668632710395, 0.9655275076259171], constraints = [0.7711742148931878]
iteration = 139 , objective = 0.6197146761546188, inputs = [1.0784668483698783, 0.9655275225270783], constraints = [0.7711741979143678]
iteration = 140 , objective = 0.6197146843251816, inputs = [1.0784668483698783, 0.9655275076259171], constraints = [0.7711742111678488]
iteration = 141 , objective = 0.6197146743991514, inputs = [1.0784668632710395, 0.9655275076259171], constraints = [0.7711742156764675]
iteration = 142 , objective = 0.6197146827782665, inputs = [1.0784668483698783, 0.9655275225270783], constraints = [0.7711741755462623]
iteration = 143 , objective = 0.6197325666018216, inputs = [1.0784896781448776, 0.969099282538042], constraints = [0.7619534004433182]
iteration = 144 , objective = 0.6197219816772093, inputs = [1.0784779938070774, 0.9672712389142862], constraints = [0.7666775963663442]
iteration = 145 , objective = 0.6197179187278358, inputs = [1.0784723106902456, 0.9663821011929155], constraints = [0.7689716264335562]
iteration = 146 , objective = 0.6197161897435107, inputs = [1.078469530492161, 0.9659471323082075], constraints = [0.7700929774463849]
iteration = 147 , objective = 0.6197154036333486, inputs = [1.0784681665727214, 0.9657337437296064], constraints = [0.7706428788183431]
iteration = 148 , objective = 0.6197150324279064, inputs = [1.0784674965316603, 0.9656289141440448], constraints = [0.7709129723008251]
iteration = 149 , objective = 0.6197148535590553, inputs = [1.0784671671429094, 0.9655773804571393], constraints = [0.7710457363860124]
iteration = 150 , objective = 0.6197147664730742, inputs = [1.0784670051631526, 0.965552038322494], constraints = [0.771111021247995]
iteration = 151 , objective = 0.6197147238522506, inputs = [1.0784669254951573, 0.9655395740670636], constraints = [0.771143130168151]
iteration = 152 , objective = 0.6197147029391287, inputs = [1.0784668863081555, 0.9655334431634628], constraints = [0.7711589236890559]
iteration = 153 , objective = 0.61971469266438, inputs = [1.0784668670321342, 0.9655304273821251], constraints = [0.7711666924528467]
iteration = 154 , objective = 0.6197146938972473, inputs = [1.0784668819332954, 0.9655304273821251], constraints = [0.7711666450717599]
iteration = 155 , objective = 0.6197146895917496, inputs = [1.0784668670321342, 0.9655304422832863], constraints = [0.7711666615532626]
iteration = 156 , objective = 0.6197146926897033, inputs = [1.0784668670321342, 0.9655304273821251], constraints = [0.7711666923931222]
iteration = 157 , objective = 0.6197146830669299, inputs = [1.0784668819332954, 0.9655304273821251], constraints = [0.7711666973106553]
iteration = 158 , objective = 0.6197146892434438, inputs = [1.0784668670321342, 0.9655304422832863], constraints = [0.7711666623754151]
iteration = 159 , objective = 0.6197146937292121, inputs = [1.0784668670321342, 0.9655304273821251], constraints = [0.7711666899394274]
iteration = 160 , objective = 0.6197146919655577, inputs = [1.0784668819332954, 0.9655304273821251], constraints = [0.7711666509504131]
iteration = 161 , objective = 0.6197146877128537, inputs = [1.0784668670321342, 0.9655304422832863], constraints = [0.7711666659882749]
iteration = 162 , objective = 0.6197161971760732, inputs = [1.0784694948143794, 0.9659487071433139], constraints = [0.7700889696843989]
iteration = 163 , objective = 0.6197154123423672, inputs = [1.0784681583411315, 0.9657359727312432], constraints = [0.7706371605818951]
iteration = 164 , objective = 0.6197150417434452, inputs = [1.0784675018796146, 0.9656314798391789], constraints = [0.7709063745897771]
iteration = 165 , objective = 0.6197148631754295, inputs = [1.0784671792127665, 0.965580119033905], constraints = [0.7710386873971026]
iteration = 166 , objective = 0.6197147762439352, inputs = [1.078467020561121, 0.9655548655059828], constraints = [0.7711037411224582]
iteration = 167 , objective = 0.6197147337036527, inputs = [1.0784669425410707, 0.9655424465895477], constraints = [0.7711357318351775]
iteration = 168 , objective = 0.6197147128327313, inputs = [1.0784669041700818, 0.9655363388505662], constraints = [0.7711514649897612]
iteration = 169 , objective = 0.6197147025800929, inputs = [1.078466885298121, 0.9655333348880898], constraints = [0.7711592029670258]
iteration = 170 , objective = 0.6197146975404226, inputs = [1.078466876016164, 0.9655318574236688], constraints = [0.7711630087918888]
iteration = 171 , objective = 0.6197146950624141, inputs = [1.078466871450896, 0.965531130742782], constraints = [0.7711648806586198]
iteration = 172 , objective = 0.6197146938437894, inputs = [1.0784668692054893, 0.9655307733280087], constraints = [0.7711658013273696]
iteration = 173 , objective = 0.6197146950772927, inputs = [1.0784668841066505, 0.9655307733280087], constraints = [0.7711657539530618]
iteration = 174 , objective = 0.6197146907757204, inputs = [1.0784668692054893, 0.9655307882291699], constraints = [0.7711657704169652]
iteration = 175 , objective = 0.6197146938711762, inputs = [1.0784668692054893, 0.9655307733280087], constraints = [0.7711658012627254]
iteration = 176 , objective = 0.6197146878802247, inputs = [1.0784668841066505, 0.9655307733280087], constraints = [0.7711658022082999]
iteration = 177 , objective = 0.6197146920235566, inputs = [1.0784668692054893, 0.9655307882291699], constraints = [0.7711657669530321]
iteration = 178 , objective = 0.6197146938307815, inputs = [1.0784668692054893, 0.9655307733280087], constraints = [0.7711658015918361]
iteration = 179 , objective = 0.619714696185469, inputs = [1.0784668841066505, 0.9655307733280087], constraints = [0.7711657521403779]
iteration = 180 , objective = 0.6197146936129487, inputs = [1.0784668692054893, 0.9655307882291699], constraints = [0.7711657637198679]
iteration = 181 , objective = 0.6197155100825308, inputs = [1.078468280779, 0.9657626798989035], constraints = [0.7705683978820063]
iteration = 182 , objective = 0.6197150890481534, inputs = [1.0784675631012692, 0.9656447730521883], constraints = [0.7708721529782633]
iteration = 183 , objective = 0.6197148867079967, inputs = [1.0784672103945772, 0.9655868270799433], constraints = [0.7710214192371379]
iteration = 184 , objective = 0.6197147883345664, inputs = [1.0784670369893226, 0.9655583384339896], constraints = [0.7710948009244543]
iteration = 185 , objective = 0.6197147402283626, inputs = [1.0784669517202583, 0.9655443296302211], constraints = [0.7711308841840948]
iteration = 186 , objective = 0.6197147166354262, inputs = [1.0784669097868254, 0.9655374404115362], constraints = [0.7711486289055554]
iteration = 187 , objective = 0.619714705048054, inputs = [1.0784668891639677, 0.9655340522945283], constraints = [0.7711573557033655]
iteration = 188 , objective = 0.6197146993530412, inputs = [1.0784668790214245, 0.9655323859821321], constraints = [0.7711616476232785]
iteration = 189 , objective = 0.6197146965530548, inputs = [1.0784668740331582, 0.9655315664628616], constraints = [0.7711637584554427]
iteration = 190 , objective = 0.6197146951761919, inputs = [1.0784668715798356, 0.9655311634079379], constraints = [0.7711647966014471]
iteration = 191 , objective = 0.6197146944990775, inputs = [1.0784668703732423, 0.9655309651774534], constraints = [0.7711653071822677]
iteration = 1 , objective = 0.6268443736189773, inputs = [1.1, 1.1], constraints = [0.376232297432889]
iteration = 2 , objective = 0.6268443944374696, inputs = [1.1000000149011613, 1.1], constraints = [0.37623222052296196]
iteration = 3 , objective = 0.6268443753504521, inputs = [1.1, 1.1000000149011613], constraints = [0.3762322532940683]
iteration = 4 , objective = 0.6268443720005227, inputs = [1.1, 1.1], constraints = [0.37623230112758593]
iteration = 5 , objective = 0.6268443720948388, inputs = [1.1000000149011613, 1.1], constraints = [0.3762322428461708]
iteration = 6 , objective = 0.6268443753504515, inputs = [1.1, 1.1000000149011613], constraints = [0.37623225313167974]
iteration = 7 , objective = 0.6268443720005263, inputs = [1.1, 1.1], constraints = [0.37623230112757733]
iteration = 8 , objective = 0.6268443720948366, inputs = [1.1000000149011613, 1.1], constraints = [0.37623224284618456]
iteration = 9 , objective = 0.6268443753504515, inputs = [1.1, 1.1000000149011613], constraints = [0.37623225313167974]
iteration = 10 , objective = 0.634168624928181, inputs = [0.9000000000000001, 0.9838026896119118], constraints = [0.8999336645622841]
iteration = 11 , objective = 0.6288939139767659, inputs = [1.0024394075115242, 1.043318607764854], constraints = [0.634469632046358]
iteration = 12 , objective = 0.6275229315292068, inputs = [1.0519094956130677, 1.0720600636751596], constraints = [0.5040544471430368]
iteration = 13 , objective = 0.6271026056888193, inputs = [1.076184188086146, 1.086163333554508], constraints = [0.43965081891379776]
iteration = 14 , objective = 0.6269537541379651, inputs = [1.0881796032052609, 1.0931325084236567], constraints = [0.40773612538167914]
iteration = 15 , objective = 0.6268941264608598, inputs = [1.0941269082227074, 1.0965878126590811], constraints = [0.39189197961964434]
iteration = 16 , objective = 0.6268679768317438, inputs = [1.0970803413975345, 1.0983037176157104], constraints = [0.3840187411280472]
iteration = 17 , objective = 0.6268558315962116, inputs = [1.0985481842907534, 1.099156514597032], constraints = [0.3801045488222161]
iteration = 18 , objective = 0.6268500029795606, inputs = [1.0992779827822978, 1.0995805177062457], constraints = [0.37815814510949575]
iteration = 19 , objective = 0.6268471563222374, inputs = [1.0996409030041325, 1.099791369474559], constraints = [0.3771901469336212]
iteration = 20 , objective = 0.6268457533920045, inputs = [1.0998213964803407, 1.0998962337569487], constraints = [0.37670870735377426]
iteration = 21 , objective = 0.6268457435950003, inputs = [1.099821411381502, 1.0998962337569487], constraints = [0.37670871785606613]
iteration = 22 , objective = 0.6268457601454407, inputs = [1.0998213964803407, 1.0998962486581099], constraints = [0.37670862155949575]
iteration = 23 , objective = 0.6268457516612085, inputs = [1.0998213964803407, 1.0998962337569487], constraints = [0.3767087020082483]
iteration = 24 , objective = 0.6268457521996177, inputs = [1.099821411381502, 1.0998962337569487], constraints = [0.37670869700945536]
iteration = 25 , objective = 0.6268457552118547, inputs = [1.0998213964803407, 1.0998962486581099], constraints = [0.3767086621019373]
iteration = 26 , objective = 0.6268457518643147, inputs = [1.0998213964803407, 1.0998962337569487], constraints = [0.37670871119398225]
iteration = 27 , objective = 0.6268457519541727, inputs = [1.099821411381502, 1.0998962337569487], constraints = [0.37670865202529286]
iteration = 28 , objective = 0.6268457552118547, inputs = [1.0998213964803407, 1.0998962486581099], constraints = [0.3767086632004456]
iteration = 29 , objective = 0.6214810521292878, inputs = [1.0670772831059998, 0.9], constraints = [0.9467233730221694]
iteration = 30 , objective = 0.6199666530871589, inputs = [1.0820705838577935, 0.9915310888893206], constraints = [0.6994106684690008]
iteration = 31 , objective = 0.6199666553721727, inputs = [1.0820705987589547, 0.9915310888893206], constraints = [0.6994106440650855]
iteration = 32 , objective = 0.6199666534717617, inputs = [1.0820705838577935, 0.9915311037904818], constraints = [0.6994106281221926]
iteration = 33 , objective = 0.6199666530767667, inputs = [1.0820705838577935, 0.9915310888893206], constraints = [0.6994106669954865]
iteration = 34 , objective = 0.6199666473154415, inputs = [1.0820705987589547, 0.9915310888893206], constraints = [0.6994106695822011]
iteration = 35 , objective = 0.6199666468260868, inputs = [1.0820705838577935, 0.9915311037904818], constraints = [0.6994106397329336]
iteration = 36 , objective = 0.6199666548484376, inputs = [1.0820705838577935, 0.9915310888893206], constraints = [0.6994106617812529]
iteration = 37 , objective = 0.6199666593733316, inputs = [1.0820705987589547, 0.9915310888893206], constraints = [0.6994106381525028]
iteration = 38 , objective = 0.6199666534717617, inputs = [1.0820705838577935, 0.9915311037904818], constraints = [0.6994106306172728]
iteration = 39 , objective = 0.6197469533943477, inputs = [1.0789682704858685, 0.9727332043519942], constraints = [0.7520264000046063]
iteration = 40 , objective = 0.6197469551318849, inputs = [1.0789682853870297, 0.9727332043519942], constraints = [0.7520263521669174]
iteration = 41 , objective = 0.6197469535422031, inputs = [1.0789682704858685, 0.9727332192531554], constraints = [0.7520263615755625]
iteration = 42 , objective = 0.619746953388788, inputs = [1.0789682704858685, 0.9727332043519942], constraints = [0.7520264000678045]
iteration = 43 , objective = 0.61974695290667, inputs = [1.0789682853870297, 0.9727332043519942], constraints = [0.7520263571217095]
iteration = 44 , objective = 0.6197469535422024, inputs = [1.0789682704858685, 0.9727332192531554], constraints = [0.7520263614500613]
iteration = 45 , objective = 0.619746953388788, inputs = [1.0789682704858685, 0.9727332043519942], constraints = [0.7520264000678026]
iteration = 46 , objective = 0.619746952906689, inputs = [1.0789682853870297, 0.9727332043519942], constraints = [0.7520263571216562]
iteration = 47 , objective = 0.6197469535422024, inputs = [1.0789682704858685, 0.9727332192531554], constraints = [0.7520263614500613]
iteration = 48 , objective = 0.6198833064732331, inputs = [1.0748424367946534, 0.9477658484570654], constraints = [0.8204613990894439]
iteration = 49 , objective = 0.6197452175100429, inputs = [1.0772304715232306, 0.9622169672902811], constraints = [0.7810512139851745]
iteration = 50 , objective = 0.6197352755905035, inputs = [1.0780944296997017, 0.9674451836665788], constraints = [0.7666580088351173]
iteration = 51 , objective = 0.6197379185969359, inputs = [1.0784955912475658, 0.9698728004554494], constraints = [0.75995018993828]
iteration = 52 , objective = 0.6197379113927105, inputs = [1.078495606148727, 0.9698728004554494], constraints = [0.7599501908860886]
iteration = 53 , objective = 0.6197379187434897, inputs = [1.0784955912475658, 0.9698728153566106], constraints = [0.7599501513752851]
iteration = 54 , objective = 0.6197379186264778, inputs = [1.0784955912475658, 0.9698728004554494], constraints = [0.7599501898682757]
iteration = 55 , objective = 0.6197379182754317, inputs = [1.078495606148727, 0.9698728004554494], constraints = [0.7599501467284111]
iteration = 56 , objective = 0.6197379187434889, inputs = [1.0784955912475658, 0.9698728153566106], constraints = [0.7599501513752868]
iteration = 57 , objective = 0.6197379186264778, inputs = [1.0784955912475658, 0.9698728004554494], constraints = [0.7599501898682757]
iteration = 58 , objective = 0.6197379182755555, inputs = [1.078495606148727, 0.9698728004554494], constraints = [0.7599501467280609]
iteration = 59 , objective = 0.6197379187434883, inputs = [1.0784955912475658, 0.9698728153566106], constraints = [0.7599501513752885]
iteration = 60 , objective = 0.6197433676291555, inputs = [1.0788292496097376, 0.9718633386906464], constraints = [0.7544331345085883]
iteration = 61 , objective = 0.6197401556800869, inputs = [1.0786562441326202, 0.9708312230413967], constraints = [0.7572951016333147]
iteration = 62 , objective = 0.6197389120246662, inputs = [1.0785733681238132, 0.9703368015521905], constraints = [0.7586650866656498]
iteration = 63 , objective = 0.6197383798199655, inputs = [1.078533344511524, 0.9700980287845787], constraints = [0.7593264660677752]
iteration = 64 , objective = 0.6197381378304272, inputs = [1.0785139401767239, 0.9699822664518243], constraints = [0.7596470629854135]
iteration = 65 , objective = 0.6197380240633727, inputs = [1.0785045147244154, 0.9699260361116592], constraints = [0.7598027767457475]
iteration = 66 , objective = 0.619737969643865, inputs = [1.0784999322078885, 0.9698986977458501], constraints = [0.7598784794580052]
iteration = 67 , objective = 0.6197379433851529, inputs = [1.078497703261798, 0.9698854003047532], constraints = [0.7599153007060201]
iteration = 68 , objective = 0.6197379306600335, inputs = [1.0784966188623537, 0.9698789309972202], constraints = [0.7599332143574328]
iteration = 69 , objective = 0.6197379244803335, inputs = [1.0784960912380028, 0.9698757832971673], constraints = [0.759941930366238]
iteration = 70 , objective = 0.6197379214761896, inputs = [1.0784958345044304, 0.9698742516766534], constraints = [0.7599461714272371]
iteration = 71 , objective = 0.6197379238328263, inputs = [1.0784958494055916, 0.9698742516766534], constraints = [0.7599461211141312]
iteration = 72 , objective = 0.6197379215882632, inputs = [1.0784958345044304, 0.9698742665778146], constraints = [0.7599461329458725]
iteration = 73 , objective = 0.6197379214712316, inputs = [1.0784958345044304, 0.9698742516766534], constraints = [0.7599461714389325]
iteration = 74 , objective = 0.6197379211201806, inputs = [1.0784958494055916, 0.9698742516766534], constraints = [0.7599461282990096]
iteration = 75 , objective = 0.619737921588264, inputs = [1.0784958345044304, 0.9698742665778146], constraints = [0.7599461329458708]
iteration = 76 , objective = 0.6197379214712316, inputs = [1.0784958345044304, 0.9698742516766534], constraints = [0.7599461714389325]
iteration = 77 , objective = 0.6197379211201405, inputs = [1.0784958494055916, 0.9698742516766534], constraints = [0.7599461282991251]
iteration = 78 , objective = 0.6197379215882632, inputs = [1.0784958345044304, 0.9698742665778146], constraints = [0.7599461329458725]
iteration = 79 , objective = 0.6197377398079749, inputs = [1.0784956676349662, 0.9698493241231192], constraints = [0.7600107301053661]
iteration = 80 , objective = 0.6197377421677819, inputs = [1.0784956825361274, 0.9698493241231192], constraints = [0.7600106791572593]
iteration = 81 , objective = 0.6197377399197125, inputs = [1.0784956676349662, 0.9698493390242804], constraints = [0.7600106916285401]
iteration = 82 , objective = 0.6197377398030228, inputs = [1.0784956676349662, 0.9698493241231192], constraints = [0.7600107301204192]
iteration = 83 , objective = 0.6197377394529023, inputs = [1.0784956825361274, 0.9698493241231192], constraints = [0.7600106869780322]
iteration = 84 , objective = 0.6197377399197131, inputs = [1.0784956676349662, 0.9698493390242804], constraints = [0.7600106916285383]
iteration = 85 , objective = 0.6197377398030228, inputs = [1.0784956676349662, 0.9698493241231192], constraints = [0.7600107301204192]
iteration = 86 , objective = 0.6197377394528194, inputs = [1.0784956825361274, 0.9698493241231192], constraints = [0.7600106869782615]
iteration = 87 , objective = 0.6197377399197131, inputs = [1.0784956676349662, 0.9698493390242804], constraints = [0.7600106916285383]
iteration = 88 , objective = 0.6197368422411775, inputs = [1.078494834321378, 0.9697250143833603], constraints = [0.7603326463310548]
iteration = 89 , objective = 0.6197368446141307, inputs = [1.0784948492225392, 0.9697250143833603], constraints = [0.7603325959774272]
iteration = 90 , objective = 0.61973684235123, inputs = [1.078494834321378, 0.9697250292845215], constraints = [0.7603326078566816]
iteration = 91 , objective = 0.6197368422362386, inputs = [1.078494834321378, 0.9697250143833603], constraints = [0.7603326463426993]
iteration = 92 , objective = 0.6197368418905266, inputs = [1.0784948492225392, 0.9697250143833603], constraints = [0.7603326031888319]
iteration = 93 , objective = 0.6197368423512293, inputs = [1.078494834321378, 0.9697250292845215], constraints = [0.7603326078566816]
iteration = 94 , objective = 0.6197368422362386, inputs = [1.078494834321378, 0.9697250143833603], constraints = [0.7603326463426993]
iteration = 95 , objective = 0.619736841890483, inputs = [1.0784948492225392, 0.9697250143833603], constraints = [0.7603326031889546]
iteration = 96 , objective = 0.61973684235123, inputs = [1.078494834321378, 0.9697250292845215], constraints = [0.7603326078566798]
iteration = 97 , objective = 0.6197326151462293, inputs = [1.0784907150227123, 0.9691113421050612], constraints = [0.7619211304242669]
iteration = 98 , objective = 0.6197326175722497, inputs = [1.0784907299238735, 0.9691113421050612], constraints = [0.7619210788786265]
iteration = 99 , objective = 0.6197326152481138, inputs = [1.0784907150227123, 0.9691113570062224], constraints = [0.7619210919828576]
iteration = 100 , objective = 0.6197326151415101, inputs = [1.0784907150227123, 0.9691113421050612], constraints = [0.7619211304399484]
iteration = 101 , objective = 0.6197326148177738, inputs = [1.0784907299238735, 0.9691113421050612], constraints = [0.7619210872287036]
iteration = 102 , objective = 0.6197326152481138, inputs = [1.0784907150227123, 0.9691113570062224], constraints = [0.7619210919828576]
iteration = 103 , objective = 0.6197326151415101, inputs = [1.0784907150227123, 0.9691113421050612], constraints = [0.7619211304399484]
iteration = 104 , objective = 0.6197326148177607, inputs = [1.0784907299238735, 0.9691113421050612], constraints = [0.7619210872287391]
iteration = 105 , objective = 0.6197326152481132, inputs = [1.0784907150227123, 0.9691113570062224], constraints = [0.7619210919828595]
iteration = 106 , objective = 0.6197173088256881, inputs = [1.0784713718269443, 0.9662335558651531], constraints = [0.7693546309889507]
iteration = 107 , objective = 0.6197173023679344, inputs = [1.0784713867281055, 0.9662335558651531], constraints = [0.7693546053904855]
iteration = 108 , objective = 0.6197173088918433, inputs = [1.0784713718269443, 0.9662335707663143], constraints = [0.7693545926745328]
iteration = 109 , objective = 0.6197173088245137, inputs = [1.0784713718269443, 0.9662335558651531], constraints = [0.7693546309962338]
iteration = 110 , objective = 0.6197173085794755, inputs = [1.0784713867281055, 0.9662335558651531], constraints = [0.7693545875837321]
iteration = 111 , objective = 0.6197173088918433, inputs = [1.0784713718269443, 0.9662335707663143], constraints = [0.7693545926745328]
iteration = 112 , objective = 0.6197173088245137, inputs = [1.0784713718269443, 0.9662335558651531], constraints = [0.7693546309962338]
iteration = 113 , objective = 0.6197173085794057, inputs = [1.0784713867281055, 0.9662335558651531], constraints = [0.7693545875839242]
iteration = 114 , objective = 0.6197173088918433, inputs = [1.0784713718269443, 0.9662335707663143], constraints = [0.7693545926745328]
iteration = 115 , objective = 0.6197146807592894, inputs = [1.0784668445158725, 0.9655269286832532], constraints = [0.7711757053636443]
iteration = 1 , objective = 0.6268443736189773, inputs = [1.1, 1.1], constraints = [0.376232297432889]
iteration = 2 , objective = 0.6268443738437687, inputs = [1.1000000014901161, 1.1], constraints = [0.37623229518443974]
iteration = 3 , objective = 0.6268443729909079, inputs = [1.1, 1.1000000014901161], constraints = [0.3762322950623939]
iteration = 4 , objective = 0.6268443715951763, inputs = [1.1, 1.1], constraints = [0.37623230413147396]
iteration = 5 , objective = 0.6268443509481046, inputs = [1.1000000014901161, 1.1], constraints = [0.3762323208277833]
iteration = 6 , objective = 0.6268443732539984, inputs = [1.1, 1.1000000014901161], constraints = [0.37623229423449067]
iteration = 7 , objective = 0.6268443736598623, inputs = [1.1, 1.1], constraints = [0.3762322985295852]
iteration = 8 , objective = 0.6268443739395748, inputs = [1.1000000014901161, 1.1], constraints = [0.3762322997380148]
iteration = 9 , objective = 0.6268443730717344, inputs = [1.1, 1.1000000014901161], constraints = [0.37623229398218344]
iteration = 10 , objective = 0.638294594527319, inputs = [1.0331134990475785, 1.2055112808017663], constraints = [0.07149350268100675]
iteration = 11 , objective = 0.6293571582523647, inputs = [1.0723576728292197, 1.1436048724720278], constraints = [0.2588762091800308]
iteration = 12 , objective = 0.6277208338030228, inputs = [1.087564595439639, 1.1196164464244462], constraints = [0.3250890640723568]
iteration = 13 , objective = 0.6273269612267781, inputs = [1.09427678955042, 1.1090281784251623], constraints = [0.35316724837083047]
iteration = 14 , objective = 0.6272118014422121, inputs = [1.0974064801704457, 1.104091193216935], constraints = [0.36601952859370823]
iteration = 15 , objective = 0.6271468225928299, inputs = [1.0988951257200448, 1.1017429032576536], constraints = [0.37204701175047566]
iteration = 16 , objective = 0.6269569869763385, inputs = [1.0995863667951882, 1.1006524929335575], constraints = [0.3746675801300384]
iteration = 17 , objective = 0.6268865042335426, inputs = [1.099844936038704, 1.1002446083578838], constraints = [0.3756460109577338]
iteration = 18 , objective = 0.6268601635742576, inputs = [1.0999418394788107, 1.1000917463314033], constraints = [0.3760124385302927]
iteration = 19 , objective = 0.6268502954075237, inputs = [1.099978181283038, 1.1000344183166908], constraints = [0.37614982417137954]
iteration = 20 , objective = 0.6268465950269078, inputs = [1.0999918141776204, 1.1000129128686866], constraints = [0.3762013565445105]
iteration = 21 , objective = 0.6268465951575126, inputs = [1.0999918156677364, 1.1000129128686866], constraints = [0.37620135451349823]
iteration = 22 , objective = 0.6268465942683294, inputs = [1.0999918141776204, 1.1000129143588027], constraints = [0.37620135447047304]
iteration = 23 , objective = 0.6268465924144934, inputs = [1.0999918141776204, 1.1000129128686866], constraints = [0.37620136464451853]
iteration = 24 , objective = 0.6268465493388409, inputs = [1.0999918156677364, 1.1000129128686866], constraints = [0.3762014783701407]
iteration = 25 , objective = 0.6268465952089572, inputs = [1.0999918141776204, 1.1000129143588027], constraints = [0.3762013520934962]
iteration = 26 , objective = 0.6268465951542203, inputs = [1.0999918141776204, 1.1000129128686866], constraints = [0.3762013574830012]
iteration = 27 , objective = 0.6268465954312509, inputs = [1.0999918156677364, 1.1000129128686866], constraints = [0.37620135909154795]
iteration = 28 , objective = 0.6268465945689153, inputs = [1.0999918141776204, 1.1000129143588027], constraints = [0.3762013534757939]
iteration = 29 , objective = 0.6374966349519026, inputs = [1.0455559937905006, 1.2180555071398689], constraints = [0.01739468591437061]
iteration = 30 , objective = 0.6290262646041592, inputs = [1.0766125779808098, 1.150710149965957], constraints = [0.23144377845056885]
iteration = 31 , objective = 0.6275302907112564, inputs = [1.0891504551631839, 1.1235221046910655], constraints = [0.31098495503236895]
iteration = 32 , objective = 0.6272236743761066, inputs = [1.0948436053147566, 1.1111766636067233], constraints = [0.3457777486903872]
iteration = 33 , objective = 0.6271605512671966, inputs = [1.0975667760913523, 1.1052715419271595], constraints = [0.3621245012446812]
iteration = 34 , objective = 0.6271493387840638, inputs = [1.0988981258178254, 1.1023845462967545], constraints = [0.37004684859665415]
